page,path,title,title_len,description,desc_len,keywords,has_keywords,title_status,desc_status
blog-kapitalnyi-remont-pressa.html,..\blog-kapitalnyi-remont-pressa.html,Капитальный ремонт прессового оборудования - когда нужен? 2026 | 24stanki.ru,76,"Признаки необходимости капитального ремонта. Процесс работ, сроки, цены. Гарантия на выполненные работы. Звоните 8 (993) 908-98-37",130,"капитальный ремонт пресса, ремонт прессового оборудования, восстановление пресса, срочный ремонт",True,OK,OK
blog-obsluzhivanie-listogibov.html,..\blog-obsluzhivanie-listogibov.html,Обслуживание листогибов в Москве - цены и сроки 2026 | 24stanki.ru,66,"Полный список работ по обслуживанию листогибов в Москве. Цены от 8 000 ₽, сроки работ, что входит в сервис. Выезд специалиста в день обращения. Звоните 8 (993) 908-98-37",169,"обслуживание листогибов, сервис листогибов москва, плановое обслуживание, техническое обслуживание листогибов, цены на обслуживание",True,OK,OK
blog-remont-cpu-stoiki.html,..\blog-remont-cpu-stoiki.html,"Ремонт ЧПУ стойки Delem, Cebelec, Estun - инструкция 2026 | 24stanki.ru",71,"Экспертный ремонт ЧПУ стоек Delem, Cebelec, Estun, ErTouch, Durma, DNC. Диагностика, настройка, замена компонентов. Выезд мастера 24/7 по Москве и РФ. Гарантия качества.",169,"ремонт ЧПУ стойки, ремонт Delem, ремонт Cebelec, ремонт Estun, настройка ЧПУ стойки, диагностика стойки, замена модуля ЧПУ, ремонт гильотин ЧПУ, ремонт листогибов ЧПУ",True,OK,OK
blog-remont-gilotin.html,..\blog-remont-gilotin.html,"Ремонт гильотин в Москве - 24/7, гарантия 1 год | 24stanki.ru",61,"Срочный ремонт гильотинных ножниц. Преимущества, цены, отзывы. Выезд за 2 часа по Москве и МО. Гарантия 1 год. Звоните 8 (993) 908-98-37",136,"ремонт гильотин, гильотинные ножницы москва, ремонт ножниц по металлу, мастер по гильотинам",True,OK,OK
blog-remont-lentochnyh-pil.html,..\blog-remont-lentochnyh-pil.html,Ремонт ленточных пил по металлу - что сломалось? 2026 | 24stanki.ru,67,"Диагностика неисправностей ленточных пил. Частые поломки, цены на ремонт, советы по эксплуатации. Выезд мастера 24/7. Звоните 8 (993) 908-98-37",143,"ремонт ленточных пил, диагностика пил по металлу, поломки ленточных пил, мастер по пилам москва",True,OK,OK
blog-remont-listogiba.html,..\blog-remont-listogiba.html,"5 признаков того, что вашему листогибу срочный ремонт | Блог",60,"Узнайте о 5 основных признаках неисправности листогиба. Как вовремя заметить проблемы и что делать, чтобы избежать серьезных поломок.",133,"ремонт листогиба, признаки неисправности листогиба, диагностика листогиба, обслуживание листогибов, ремонт оборудования",True,OK,OK
blog-remont-listogibov-chpu.html,..\blog-remont-listogibov-chpu.html,Ремонт листогибов с ЧПУ - пошаговая инструкция 2026 | 24stanki.ru,65,"Диагностика и ремонт листогибов с числовым программным управлением. Когда нужен специалист, а что можно сделать самому. Цены, сроки, гарантия. Звоните 8 (993) 908-98-37",168,"ремонт листогибов с чпу, диагностика чпу листогибов, ремонт ЧПУ стоек, листогибы с программным управлением",True,OK,OK
blog-remont-profilgebiv.html,..\blog-remont-profilgebiv.html,Ремонт профилегибов в Москве - цены и сроки 2026 | 24stanki.ru,62,"Ремонт профилегибов всех типов. Диагностика, замена запчастей, настройка. Выезд мастера 24/7. Гарантия качества. Звоните 8 (993) 908-98-37",138,"ремонт профилегибов, профилегибочный станок москва, ремонт гибочного оборудования",True,OK,OK
blog-remont-trubogibov.html,..\blog-remont-trubogibov.html,Ремонт трубогибов в Москве - стоимость и сроки 2026 | 24stanki.ru,65,"Виды поломок трубогибов, цены на ремонт, сроки работ. Выезд мастера 24/7 по Москве и области. Более 15 лет опыта. Звоните 8 (993) 908-98-37",139,"ремонт трубогибов, стоимость ремонта трубогибов, мастер по трубогибам москва, ремонт гидравлических трубогибов",True,OK,OK
blog-remont-valtsev.html,..\blog-remont-valtsev.html,Ремонт вальцевых станков в Москве - цены и сроки 2026 | 24stanki.ru,67,"Ремонт вальцевых станков для гибки листового металла. Диагностика, замена вальцов, настройка. Выезд мастера 24/7. Звоните 8 (993) 908-98-37",139,"ремонт вальцевых станков, вальцовый станок москва, ремонт вальцов",True,OK,OK
blog-zapchasti-listogibov.html,..\blog-zapchasti-listogibov.html,Запчасти для листогибов в Москве - оригинал и аналоги 2026 | 24stanki.ru,72,Каталог запчастей для листогибов. Оригинальные компоненты и качественные аналоги. Доставка по Москве и РФ. Звоните 8 (993) 908-98-37,132,"запчасти для листогибов, запчасти листогибов москва, оригинальные запчасти, аналоги запчастей",True,OK,OK
